nc_ip_id,exception_index,exception_time,machine_part
002e1365-f075-475c-9ac2-f036bfb04a86,15,3727-08-28 04:21:37,0
002e1365-f075-475c-9ac2-f036bfb04a86,7,3727-08-28 04:21:37,0
002e1365-f075-475c-9ac2-f036bfb04a86,1,3727-08-28 04:21:37,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,1,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,1,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,2,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-23 01:46:40,0
000dde9c-c704-47d6-aca8-c853b0905eff,7,3702-03-29 22:12:07,0
