nc_ip_id,down_time
00024866-0929-4de7-85df-8d704f9eddc7,3801-05-04 09:04:12
000dde9c-c704-47d6-aca8-c853b0905eff,3702-05-20 20:32:06
00112f5a-83cf-48cc-9825-ef92f1e7c45f,2689-07-14 13:23:33
002e1365-f075-475c-9ac2-f036bfb04a86,3727-09-17 18:20:37
002e9801-5f23-4cf9-8d56-5eb7c5a19645,2366-07-09 04:47:00
